"GeoFIPS","GeoName","Region","ComponentId","ComponentName","IndustryId","IndustryClassification","Description","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
"20000","Kansas","4","200","Gross domestic product (GDP) by state","67","562","    Waste management and remediation services",158,160,172,186,198,220,246,237,253,234,282,255,246,291,241,258,268,"(NA)"
"20000","Kansas","4","200","Gross domestic product (GDP) by state","68","61, 62","  Educational services, health care, and social assistance",5177,5412,5733,6058,6545,6922,7323,7790,8076,8413,8909,9708,10193,10456,10766,11103,11413,11880
"20000","Kansas","4","200","Gross domestic product (GDP) by state","69","61","   Educational services",376,390,417,440,485,502,540,542,552,595,657,737,791,803,830,856,864,910
"20000","Kansas","4","200","Gross domestic product (GDP) by state","70","62","   Health care and social assistance",4801,5021,5316,5618,6060,6420,6783,7247,7524,7818,8252,8971,9402,9653,9936,10248,10548,10970
"20000","Kansas","4","200","Gross domestic product (GDP) by state","71","621","    Ambulatory health care services",2244,2273,2417,2589,2828,3008,3153,3375,3560,3701,3873,4186,4311,4439,4588,4771,4758,"(NA)"
"20000","Kansas","4","200","Gross domestic product (GDP) by state","72","622-623","    Hospitals and nursing and residential care facilities",2076,2233,2344,2420,2672,2854,3027,3228,3290,3425,3657,4007,4306,4444,4587,4704,4947,"(NA)"
"20000","Kansas","4","200","Gross domestic product (GDP) by state","73","624","    Social assistance",481,516,554,609,560,558,603,644,674,692,722,778,785,770,762,772,843,"(NA)"
"20000","Kansas","4","200","Gross domestic product (GDP) by state","74","71, 72","  Arts, entertainment, recreation, accommodation, and food services",2257,2453,2554,2722,2787,2946,3083,3329,3320,3457,3377,3358,3394,3521,3692,3986,4101,4292
"20000","Kansas","4","200","Gross domestic product (GDP) by state","75","71","   Arts, entertainment, and recreation",383,403,431,472,438,455,422,471,477,493,512,506,509,545,585,716,748,775
"20000","Kansas","4","200","Gross domestic product (GDP) by state","76","711-712","    Performing arts, spectator sports, museums, and related activities",103,97,99,111,117,127,141,160,152,159,166,164,162,159,167,174,184,"(NA)"
"20000","Kansas","4","200","Gross domestic product (GDP) by state","77","713","    Amusements, gambling, and recreation industries",281,307,333,360,321,328,281,311,325,333,345,342,347,386,418,542,564,"(NA)"
"20000","Kansas","4","200","Gross domestic product (GDP) by state","78","72","   Accommodation and food services",1874,2050,2122,2251,2349,2491,2661,2858,2843,2964,2865,2852,2884,2976,3107,3270,3353,3517
"20000","Kansas","4","200","Gross domestic product (GDP) by state","79","721","    Accommodation",321,380,373,404,405,409,454,488,501,528,545,503,435,457,510,552,577,"(NA)"
"20000","Kansas","4","200","Gross domestic product (GDP) by state","80","722","    Food services and drinking places",1552,1669,1749,1847,1944,2082,2206,2369,2342,2436,2320,2349,2449,2518,2596,2718,2776,"(NA)"
"20000","Kansas","4","200","Gross domestic product (GDP) by state","81","81","  Other services, except government",2298,2408,2511,2608,2407,2571,2569,2655,2762,2849,2912,2926,2893,2960,3019,3101,3220,3388
"20000","Kansas","4","200","Gross domestic product (GDP) by state","82","92"," Government",10232,10771,11333,11876,12346,13030,13720,14603,15080,16049,17338,18296,18553,19278,19850,20020,19794,19885
"20000","Kansas","4","200","Gross domestic product (GDP) by state","83","...","  Federal civilian",1624,1696,1748,1888,1860,1999,2091,2202,2202,2336,2250,2193,2293,2637,2750,2638,2270,"(NA)"
"20000","Kansas","4","200","Gross domestic product (GDP) by state","84","...","  Federal military",1228,1253,1295,1344,1385,1528,1820,1998,2253,2601,2937,3125,3269,3511,3554,3500,3350,"(NA)"
"20000","Kansas","4","200","Gross domestic product (GDP) by state","85","...","  State and local",7380,7823,8290,8645,9101,9502,9809,10404,10625,11112,12151,12979,12991,13131,13545,13881,14175,"(NA)"
"20000","Kansas","4","200","Gross domestic product (GDP) by state","86","11, 21","Natural resources and mining",3647,2865,2451,2548,2945,2575,3875,4367,4789,4622,5401,6870,5832,6564,8808,7999,10864,10501
"20000","Kansas","4","200","Gross domestic product (GDP) by state","87","42, 44-45","Trade",11056,11955,12083,12404,12422,12659,13212,13896,14678,15315,15705,16206,16165,16934,17427,18183,18503,19398
"20000","Kansas","4","200","Gross domestic product (GDP) by state","88","...","Transportation and utilities",4429,4653,4832,5005,5154,5015,5291,5678,5873,6415,6531,7105,7044,7496,8215,8072,8228,8629
"20000","Kansas","4","200","Gross domestic product (GDP) by state","89","...","Private goods-producing industries",19259,19653,19955,21216,21892,21286,22973,23456,25449,28403,31783,31331,27914,30707,35556,35948,35062,35188
"20000","Kansas","4","200","Gross domestic product (GDP) by state","90","...","Private services-providing industries",45748,48689,51656,54354,56031,58637,60958,63284,66335,69286,73228,76525,75562,77962,81208,84473,87593,92002
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","1","...","All industry total",105103,109859,115931,115126,118975,123928,128804,135994,144174,152394,155593,159429,156514,166181,172869,178682,183582,188602
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","2","..."," Private industries",90751,95217,100519,99479,102531,106220,110243,116618,123231,130032,131980,134105,131351,139332,145891,151140,155953,160996
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","3","11","  Agriculture, forestry, fishing, and hunting",2086,1917,1642,2194,1886,1670,1813,2478,2218,2402,2008,2287,2282,1936,2541,2885,3905,3633
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","4","111-112","   Farms",1795,1619,1326,1859,1569,1370,1500,2153,1896,2007,1636,1916,1912,1538,2151,2474,3496,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","5","113-115","   Forestry, fishing, and related activities",291,299,316,335,316,300,313,325,321,395,372,370,369,398,390,412,409,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","6","21","  Mining",2378,2593,2501,2514,2793,2541,2525,2891,3699,4480,4809,5538,5666,6658,7824,5413,5081,5019
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","7","211","   Oil and gas extraction",51,44,40,69,113,113,151,197,265,385,363,490,276,335,330,243,237,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","8","212","   Mining, except oil and gas",2261,2491,2417,2393,2610,2350,2278,2570,3256,3819,4119,4657,5041,5955,7087,4763,4446,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","9","213","   Support activities for mining",66,59,44,52,70,77,96,124,178,276,327,391,349,368,408,407,398,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","10","22","  Utilities",2203,2030,2191,2202,2099,1965,1975,2167,2167,2441,2534,2541,2852,3151,3205,2757,2881,3000
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","11","23","  Construction",4318,4650,4982,5334,5574,5351,5664,6064,6583,6665,7000,6749,6401,6027,6091,6486,6734,7364
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","12","31-33","  Manufacturing",28063,28835,30152,24559,24134,25135,25927,26822,27630,30529,29010,27726,24769,28566,29192,33301,35057,36184
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","13","...","   Durable goods manufacturing",16300,17066,18292,14264,13967,14475,15442,16236,16664,18036,16528,14719,10927,14297,14946,16983,18151,19039
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","14","321","    Wood products manufacturing",418,489,459,510,458,527,589,576,612,632,567,576,477,482,495,522,511,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","15","327","    Nonmetallic mineral products manufacturing",734,765,740,738,755,709,811,1030,1007,855,792,748,546,571,572,702,782,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","16","331","    Primary metals manufacturing",1437,1469,1370,1259,1224,1898,2203,2179,2192,3232,2201,1965,1050,1490,1629,1969,2391,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","17","332","    Fabricated metal products",1452,1457,1586,1760,1510,1598,1520,1542,1541,1565,1675,1618,1454,1583,1705,1826,1888,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","18","333","    Machinery manufacturing",1517,1443,1545,1366,1277,1150,1149,1251,1464,1617,1644,1629,1510,1573,1841,1738,1707,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","19","334","    Computer and electronic products manufacturing",755,623,543,544,812,1181,883,826,787,795,906,711,768,853,987,1048,982,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","20","335","    Electrical equipment, appliance, and components manufacturing",1198,1143,1113,1128,1028,1172,1125,905,868,1035,1244,1661,1358,1378,1284,1372,1591,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","21","3361-3363","    Motor vehicles, bodies and trailers, and parts manufacturing",7719,8680,9945,5930,5946,5323,6352,6999,7104,7166,6295,4528,2638,5227,5482,6852,7281,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","22","3364-3366, 3369","    Other transportation equipment manufacturing",184,180,219,244,246,218,232,245,309,337,439,551,571,593,417,418,496,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","23","337","    Furniture and related products manufacturing",293,291,337,362,320,291,237,311,325,323,290,243,220,206,191,192,193,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","24","339","    Miscellaneous manufacturing",595,526,434,423,391,409,342,374,455,477,476,488,334,340,344,344,329,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","25","...","   Nondurable goods manufacturing",11763,11770,11861,10295,10167,10661,10485,10585,10966,12493,12482,13007,13842,14269,14246,16317,16905,17145
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","26","311-312","    Food and beverage and tobacco products manufacturing",5374,5189,5242,3844,3810,3998,3701,3678,3840,4201,4598,4959,5710,5749,5938,6931,7181,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","27","313-314","    Textile mills and textile product mills",181,231,251,234,200,194,130,153,125,126,133,134,122,115,106,122,132,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","28","315-316","    Apparel and leather and allied products manufacturing",774,617,423,522,394,514,465,425,231,171,141,124,99,100,84,85,81,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","29","322","    Paper products manufacturing",966,1040,1088,1312,1251,1362,1265,1189,1150,1429,1340,1256,1610,1369,1193,1302,1197,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","30","323","    Printing and related support activities",687,665,753,789,761,744,720,735,755,821,793,795,795,893,874,701,723,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","31","324","    Petroleum and coal products manufacturing",519,550,352,456,755,589,700,1064,1280,1370,1412,1717,1446,1373,1483,1647,2152,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","32","325","    Chemical products manufacturing",2276,2386,2553,1988,1803,1916,2151,1988,2337,3051,2611,2829,2874,3523,3388,4127,4020,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","33","326","    Plastics and rubber products manufacturing",986,1091,1198,1151,1192,1344,1353,1352,1249,1324,1454,1193,1187,1148,1179,1403,1420,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","34","42","  Wholesale trade",5804,6215,6601,7135,7284,7311,7672,8568,9335,10065,10712,11080,10375,10969,11301,11799,12037,12465
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","35","44-45","  Retail trade",7176,7729,7951,8351,8301,8711,9159,9344,9873,10010,9919,9805,9909,10205,10368,10705,10749,10970
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","36","48-49","  Transportation and warehousing",4233,4863,5235,5664,5711,5709,6011,6333,7025,7227,7248,7435,7139,7601,7880,8113,8141,8638
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","37","481","   Air transportation",650,672,732,732,640,705,866,707,888,710,727,650,590,531,464,432,302,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","38","482","   Rail transportation",421,448,459,482,454,434,460,488,532,606,588,661,606,627,664,703,729,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","39","483","   Water transportation",85,81,85,101,99,92,123,127,147,220,271,382,422,478,533,516,661,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","40","484","   Truck transportation",1238,1433,1569,1601,1572,1535,1577,1702,1825,1912,1844,1784,1631,1691,1788,1848,1886,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","41","485","   Transit and ground passenger transportation",78,89,100,163,195,186,170,183,180,183,181,177,175,161,167,157,157,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","42","486","   Pipeline transportation",91,151,148,108,117,133,134,129,140,142,149,165,170,185,155,168,174,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","43","487-488, 492","   Other transportation and support activities",1291,1501,1649,1915,2095,2067,2101,2322,2467,2577,2574,2608,2609,2949,3060,3151,3063,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","44","493","   Warehousing and storage",380,487,492,562,539,557,581,676,847,878,914,1008,936,980,1050,1138,1168,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","45","51","  Information",2573,2704,2755,2701,3034,3517,3641,3972,4170,4162,4332,4574,4520,4604,4743,4772,4655,4760
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","46","511","   Publishing industries, except Internet (includes software)",541,546,681,534,572,724,714,834,894,776,863,827,751,734,766,736,742,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","47","512","   Motion picture and sound recording industries",72,88,108,100,100,131,137,146,106,106,114,142,182,198,183,191,206,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","48","515, 517","   Broadcasting and telecommunications",1661,1725,1714,1914,2028,2171,2235,2451,2640,2675,2835,3029,3087,3157,3258,3383,3255,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","49","518, 519","   Data processing, internet publishing, and other information services",299,345,253,153,333,491,555,541,530,604,520,576,500,516,535,463,453,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","50","52, 53","  Finance, insurance, real estate, rental, and leasing",12950,13716,14969,16001,17658,18510,18646,18973,20007,20437,21517,21941,22472,23366,25124,25771,26942,27755
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","51","52","   Finance and insurance",3919,4368,4796,5234,5964,6221,6357,6516,7138,7407,7359,6886,6781,6985,7523,7743,8434,8845
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","52","521-522","    Federal Reserve banks, credit intermediation, and related services",1805,2231,2592,2824,2920,3157,3132,3134,3307,3214,3316,2951,2711,2699,2980,3140,3203,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","53","523","    Securities, commodity contracts, and investments",451,421,435,475,716,692,629,650,797,853,608,504,690,740,737,837,887,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","54","524","    Insurance carriers and related activities",1640,1625,1676,1837,2232,2233,2490,2603,2888,3187,3331,3293,3257,3410,3636,3526,4077,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","55","525","    Funds, trusts, and other financial vehicles",23,91,93,99,95,139,106,128,146,152,104,138,123,135,170,240,267,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","56","53","   Real estate and rental and leasing",9031,9347,10173,10767,11694,12289,12289,12458,12869,13030,14159,15055,15691,16382,17601,18027,18508,18910
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","57","531","    Real estate",8078,8324,9038,9563,10413,10954,10989,11241,11609,11634,12832,13602,14338,15027,16243,16643,17093,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","58","532-533","    Rental and leasing services and lessors of intangible assets",953,1023,1135,1204,1281,1335,1300,1216,1260,1397,1327,1453,1353,1355,1358,1384,1415,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","59","54, 55, 56","  Professional and business services",6241,6566,7035,7671,8136,8588,9088,9784,10506,11100,11928,12594,12292,12954,13569,14152,14486,15194
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","60","54","   Professional, scientific, and technical services",3411,3519,3765,4026,4378,4606,4742,4951,5173,5393,5777,6426,6345,6388,6598,6628,6818,7180
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","61","5411","    Legal services",854,839,874,938,1030,1075,1156,1228,1231,1252,1325,1533,1437,1377,1431,1436,1448,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","62","5415","    Computer systems design and related services",378,497,521,552,595,603,670,672,722,764,905,995,1043,1051,1106,1150,1219,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","63","5412-5414, 5416-5419","    Miscellaneous professional, scientific, and technical services",2179,2183,2370,2536,2753,2928,2916,3051,3220,3377,3547,3898,3865,3960,4061,4043,4151,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","64","55","   Management of companies and enterprises",1042,1153,1162,1260,1322,1379,1575,1812,1882,2022,2315,2275,2256,2407,2550,2723,2616,2582
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","65","56","   Administrative and waste management services",1788,1895,2108,2385,2436,2604,2771,3021,3451,3684,3837,3893,3691,4159,4421,4801,5052,5432
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","66","561","    Administrative and support services",1540,1658,1846,2103,2134,2277,2431,2703,3105,3354,3468,3506,3260,3600,3932,4301,4559,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","67","562","    Waste management and remediation services",248,237,262,282,302,327,340,318,347,330,369,387,431,559,489,500,493,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","68","61, 62","  Educational services, health care, and social assistance",7144,7405,8019,8291,9052,9776,10401,11082,11682,12060,12486,13282,14067,14498,15104,15517,15672,15988
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","69","61","   Educational services",460,477,520,570,617,640,674,751,789,797,830,868,970,1025,1055,1075,1078,1093
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","70","62","   Health care and social assistance",6684,6929,7499,7721,8435,9136,9727,10331,10893,11263,11657,12414,13097,13473,14049,14443,14594,14895
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","71","621","    Ambulatory health care services",3226,3305,3566,3816,4180,4446,4657,4894,5137,5329,5488,5797,6032,6167,6443,6728,6806,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","72","622-623","    Hospitals and nursing and residential care facilities",3134,3270,3536,3451,3734,4111,4437,4766,5025,5180,5400,5810,6229,6427,6711,6805,6812,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","73","624","    Social assistance",324,353,397,454,521,579,633,671,732,754,768,807,836,878,896,911,976,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","74","71, 72","  Arts, entertainment, recreation, accommodation, and food services",3129,3394,3725,3968,4078,4396,4587,4886,4988,5071,5087,5081,5106,5247,5351,5652,5749,6064
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","75","71","   Arts, entertainment, and recreation",572,594,664,716,680,744,795,833,824,838,862,847,841,845,849,913,950,1026
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","76","711-712","    Performing arts, spectator sports, museums, and related activities",261,277,305,342,346,388,429,447,441,446,466,450,449,435,443,471,514,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","77","713","    Amusements, gambling, and recreation industries",312,317,358,374,334,356,366,387,383,392,396,397,391,410,406,442,436,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","78","72","   Accommodation and food services",2557,2800,3061,3253,3399,3651,3792,4052,4163,4233,4225,4234,4265,4402,4502,4740,4799,5038
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","79","721","    Accommodation",547,582,645,735,715,748,749,803,862,874,912,884,741,762,805,850,887,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","80","722","    Food services and drinking places",2010,2217,2415,2518,2683,2903,3043,3249,3302,3359,3313,3350,3524,3641,3697,3889,3912,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","81","81","  Other services, except government",2452,2599,2761,2894,2792,3039,3134,3254,3347,3383,3389,3472,3501,3549,3599,3816,3866,3962
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","82","92"," Government",14352,14642,15412,15647,16444,17708,18561,19376,20943,22362,23613,25324,25163,26848,26978,27543,27629,27606
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","83","...","  Federal civilian",2718,2700,2728,2710,2548,3119,3244,3399,3446,3611,3719,3773,3901,4001,4216,4176,4139,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","84","...","  Federal military",1710,1742,1846,1980,2110,2265,2634,2780,3377,3730,3846,4378,4622,4998,5346,4972,4754,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","85","...","  State and local",9924,10199,10838,10957,11787,12324,12682,13198,14120,15022,16048,17174,16641,17849,17416,18395,18737,"(NA)"
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","86","11, 21","Natural resources and mining",4464,4511,4144,4708,4679,4210,4338,5369,5917,6882,6816,7825,7948,8594,10366,8299,8985,8652
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","87","42, 44-45","Trade",12980,13944,14552,15485,15585,16022,16831,17911,19208,20074,20631,20885,20284,21174,21669,22504,22786,23435
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","88","...","Transportation and utilities",6437,6893,7426,7866,7810,7675,7986,8500,9192,9668,9782,9976,9991,10753,11085,10869,11022,11638
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","89","...","Private goods-producing industries",36845,37995,39277,34601,34386,34696,35929,38255,40130,44076,42826,42300,39118,43188,45649,48085,50776,52201
"21000","Kentucky","5","200","Gross domestic product (GDP) by state","90","...","Private services-providing industries",53906,57222,61242,64878,68145,71523,74314,78363,83101,85955,89153,91804,92233,96145,100242,103054,105177,108795
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","1","...","All industry total",118073,121548,127230,134251,140264,141797,157562,172623,200436,207944,209774,218847,210791,233155,241845,250689,246660,251397
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","2","..."," Private industries",103500,106095,111104,117322,122463,122669,137023,150721,177813,185447,186990,194756,184631,206125,214187,223352,219919,225274
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","3","11","  Agriculture, forestry, fishing, and hunting",1453,1114,1134,1076,1120,1002,1356,1513,1379,1531,1676,1625,1767,1872,2140,2599,2695,2495
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","4","111-112","   Farms",915,633,659,605,661,554,879,1041,896,979,1126,1058,1075,1295,1580,1988,2088,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","5","113-115","   Forestry, fishing, and related activities",538,481,476,471,459,449,477,472,484,552,550,567,692,577,560,611,606,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","6","21","  Mining",10190,10270,10385,14865,17613,11763,13254,14519,16761,20452,21131,25964,20920,24177,27646,26986,24832,22949
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","7","211","   Oil and gas extraction",6962,7101,8075,12039,13490,8609,9808,11047,12816,14487,14810,18695,15154,17938,21120,20280,18085,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","8","212","   Mining, except oil and gas",256,239,296,217,205,208,277,286,292,291,303,376,456,469,480,448,395,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","9","213","   Support activities for mining",2972,2931,2014,2608,3918,2945,3170,3186,3653,5674,6018,6893,5311,5770,6047,6258,6352,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","10","22","  Utilities",3654,3327,3647,3844,3814,3420,3680,3995,3934,4213,4080,4234,3764,4410,4364,3544,3922,3977
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","11","23","  Construction",5333,5970,6098,6472,6651,6645,7016,7491,8287,10102,11325,11591,11958,11405,11457,12245,12910,14094
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","12","31-33","  Manufacturing",19925,20077,22071,19861,18663,21633,30726,38724,59058,54607,47457,44534,39464,52551,54707,58902,51585,53232
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","13","...","   Durable goods manufacturing",5065,5506,5289,5115,5115,5303,5840,6442,7381,7690,8232,7671,7142,7222,7453,7715,7965,8489
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","14","321","    Wood products manufacturing",538,510,575,486,449,435,574,678,609,438,430,324,375,462,413,540,588,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","15","327","    Nonmetallic mineral products manufacturing",343,356,385,340,315,338,407,384,433,500,531,492,594,597,596,530,581,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","16","331","    Primary metals manufacturing",266,258,207,243,208,268,236,267,377,464,389,370,335,345,521,535,468,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","17","332","    Fabricated metal products",1046,971,848,891,1008,1028,1086,957,997,1268,1783,1744,1507,1353,1514,1987,2125,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","18","333","    Machinery manufacturing",767,1195,861,855,1004,843,816,747,956,1292,1704,1784,1595,1744,1782,1687,1713,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","19","334","    Computer and electronic products manufacturing",172,220,160,139,113,139,148,143,155,183,202,323,269,268,248,273,323,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","20","335","    Electrical equipment, appliance, and components manufacturing",127,121,129,124,121,120,119,88,87,84,92,114,119,130,139,143,162,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","21","3361-3363","    Motor vehicles, bodies and trailers, and parts manufacturing",481,487,598,575,514,678,901,1353,1497,1404,903,483,170,280,410,257,110,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","22","3364-3366, 3369","    Other transportation equipment manufacturing",1065,1140,1244,1175,1146,1172,1293,1499,1869,1666,1855,1764,1852,1720,1515,1392,1565,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","23","337","    Furniture and related products manufacturing",51,59,49,44,46,51,47,79,96,80,78,81,76,64,61,66,73,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","24","339","    Miscellaneous manufacturing",210,188,234,244,189,231,211,247,304,311,266,191,248,260,254,305,256,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","25","...","   Nondurable goods manufacturing",14860,14571,16782,14746,13548,16330,24886,32282,51677,46917,39224,36863,32322,45329,47254,51187,43620,44743
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","26","311-312","    Food and beverage and tobacco products manufacturing",978,1081,996,1097,910,1418,1471,1854,1608,1987,1751,1526,2108,2418,2107,2287,2633,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","27","313-314","    Textile mills and textile product mills",73,67,67,58,35,55,37,44,40,47,55,65,56,56,60,85,94,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","28","315-316","    Apparel and leather and allied products manufacturing",455,374,281,244,91,49,33,29,27,24,23,14,22,23,24,26,22,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","29","322","    Paper products manufacturing",1418,1445,1510,1687,1339,1478,1407,1444,1363,1663,1641,1424,1685,1671,1539,1514,1663,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","30","323","    Printing and related support activities",125,115,124,131,139,162,143,170,159,149,178,198,179,181,185,201,201,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","31","324","    Petroleum and coal products manufacturing",4920,4860,5989,4602,6121,6148,16014,20455,37739,33386,24324,22849,15163,24626,22178,25758,20681,"(NA)"
